# Index   ID                               RA                  Dec                  
  188     frame-r-004552-6-0106.fits.bz2   185.944061425656    36.1527969116432     
  189     frame-r-004570-5-0207.fits.bz2   239.593470079554    22.9042904474353     
  190     frame-r-004599-4-0103.fits.bz2   185.31958681493     32.7820736499982     
  191     frame-r-004623-4-0231.fits.bz2   195.757111639706    32.2107161466077     
  192     frame-r-004646-1-0352.fits.bz2   246.670547965337    14.3787900667187     
  193     frame-r-004649-6-0107.fits.bz2   199.066470150286    30.2645206954029     
  194     frame-r-004649-2-0417.fits.bz2   246.750309705205    14.4633753736948     
  195     frame-r-004649-6-0126.fits.bz2   202.30101967882     29.8263669242727     
  196     frame-r-004670-4-0328.fits.bz2   246.898378156131    14.1985808559572     
  197     frame-r-004849-5-0806.fits.bz2   52.6213617328216    0.752043450123543    
  198     frame-r-005037-3-0032.fits.bz2   118.518697281332    13.9541029777895     
  199     frame-r-005037-2-0097.fits.bz2   127.631996700465    18.206101245179      
  200     frame-r-005037-4-0034.fits.bz2   118.693206784515    14.359415734883      
  201     frame-r-005037-4-0033.fits.bz2   118.455423478169    14.4007320688756     
  202     frame-r-005045-5-0044.fits.bz2   118.177787059528    14.8406766209475     
  203     frame-r-005045-4-0047.fits.bz2   118.731898938751    14.7167604403314     
  204     frame-r-005071-6-0035.fits.bz2   119.505580878855    14.7026275784402     
  205     frame-r-005071-5-0156.fits.bz2   137.049764200289    22.0040398989519     
  206     frame-r-005071-3-0146.fits.bz2   135.854476553682    20.6674016141216     
  207     frame-r-005087-2-0272.fits.bz2   194.3800244806      26.5121535897789     
  208     frame-r-005087-4-0315.fits.bz2   201.713658825119    26.5912516498655     
  209     frame-r-005087-4-0311.fits.bz2   201.093345819707    26.7815594569902     
  210     frame-r-005115-6-0151.fits.bz2   195.184284096314    28.3372650758403     
  211     frame-r-005115-5-0151.fits.bz2   195.022925114932    27.8075946752714     
  212     frame-r-005115-6-0159.fits.bz2   196.472870576127    28.1124369825281     
  213     frame-r-005183-3-0315.fits.bz2   179.463443500321    22.2581073671782     
  214     frame-r-005183-5-0484.fits.bz2   206.83025657573     21.8338292535838     
  215     frame-r-005183-5-0463.fits.bz2   203.560621954608    22.1827632919586     
  216     frame-r-005183-2-0129.fits.bz2   150.044902587686    18.2016596397769     
  217     frame-r-005224-3-0340.fits.bz2   206.626560179932    23.0971921766603     
  218     frame-r-005817-3-0041.fits.bz2   32.8782236099828    14.3004570524704     
  219     frame-r-006122-5-0128.fits.bz2   257.077453063667    64.5759221630886     
  220     frame-r-006573-2-0197.fits.bz2   112.467720523493    39.8914989068027     
  221     frame-r-006573-2-0225.fits.bz2   117.705776842989    40.9462447625273     
  222     frame-r-006574-1-0163.fits.bz2   140.950095769382    2.1127346656277      
  223     frame-r-006597-3-0166.fits.bz2   119.9442321292      18.4017798718357     
  224     frame-r-006597-3-0166.fits.bz2   119.93035256827     18.4677110868772     
  225     frame-r-006709-1-0036.fits.bz2   119.738315225659    32.6122527995888     
  226     frame-r-006727-5-0071.fits.bz2   120.674560567523    34.9446462276233     
  227     frame-r-006727-2-0036.fits.bz2   115.042851765543    32.2064381335853     
  228     frame-r-006727-3-0059.fits.bz2   118.813057061715    33.6421483119521     
  229     frame-r-006728-3-0055.fits.bz2   117.300539951708    17.5661580690791     
  230     frame-r-006728-5-0093.fits.bz2   122.465156989705    20.4293581492274     
  231     frame-r-007717-1-0583.fits.bz2   37.9299384426365    0.904416986924277    
  232     frame-r-007845-1-0089.fits.bz2   21.8466514471029    15.5537410296081     
  233     frame-r-008062-1-0110.fits.bz2   32.0648901587842    1.195447310671       
